time,latitude,longitude,depth,mag
2023-11-12T06:20:44.339Z,62.3093,-148.2191,39,1.7
2023-11-12T06:19:46.030Z,37.4976667,-118.768,5.52,0.82
2023-11-12T06:13:32.190Z,35.6321667,-117.4573333,6.66,0.72
2023-11-12T06:13:07.053Z,-18.1503,-172.9599,10,4.8
2023-11-12T06:12:20.619Z,-3.9107,151.1652,10.037,5.2
2023-11-12T05:54:39.207Z,-3.8135,151.1108,1.248,5.2
2023-11-12T05:51:25.339Z,39.0394,-119.1552,10,1.9
2023-11-12T05:50:35.687Z,53.5749,-165.4871,50.435,4.5
2023-11-12T05:44:10.960Z,33.6586667,-116.5896667,12.35,0.64
2023-11-12T05:34:03.100Z,19.4126666666667,-66.0748333333333,61.26,3.36
2023-11-12T05:27:07.841Z,62.0639,-151.9925,101.5,1.5
2023-11-12T05:14:29.084Z,55.644,-158.6256,40.8,3.2
2023-11-12T05:06:47.340Z,35.9145,-117.711,4.85,1.06
2023-11-12T04:56:25.810Z,51.864,-177.9375,7.14,1.35
2023-11-12T04:51:41.879Z,-3.625,151.3248,10,5.9
2023-11-12T04:47:58.857Z,-3.7822,151.2235,10,4.9
2023-11-12T04:42:57.140Z,38.8001671,-122.8216629,2.27,1.5
2023-11-12T04:40:16.030Z,51.8698333333333,-177.958,4.2,1.27
2023-11-12T04:38:13.522Z,31.667,-104.461,5.3346,2.3
2023-11-12T04:36:50.907Z,63.1473,-150.5803,103.5,1.9
2023-11-12T04:34:37.010Z,51.8711666666667,-177.9665,3.93,1.03
2023-11-12T04:22:14.220Z,51.8596666666667,-177.926833333333,-1.8,1.08
2023-11-12T04:05:31.280Z,34.1178322,-116.9785004,8.65,1.29
2023-11-12T03:52:16.594Z,35.10557175,-95.53878784,5,2.32
2023-11-12T03:48:18.720Z,51.8673333333333,-177.931833333333,5.46,2
2023-11-12T03:44:59.897Z,31.647,-104.001,6.3119,1.5
2023-11-12T03:39:39.780Z,38.828167,-122.8554993,2.49,1.29
2023-11-12T03:33:15.420Z,19.3770008087158,-155.281494140625,1.70000004768372,2.1
2023-11-12T03:29:02.390Z,51.8673333333333,-177.930166666667,6.32,1.18
2023-11-12T03:19:35.690Z,51.868,-177.930833333333,5.6,1.8
2023-11-12T03:12:59.180Z,18.0115,-66.8065,15.2,2.42
2023-11-12T03:10:25.748Z,31.717,-104.33,5.1002,2.1
2023-11-12T03:08:58.346Z,31.692,-104.457,9.538,1.9
2023-11-12T03:07:59.750Z,51.8578333333333,-177.922166666667,-1.8,1.47
2023-11-12T03:05:21.240Z,51.8616666666667,-177.922666666667,1.75,1.2
2023-11-12T03:04:01.370Z,19.0926666666667,-67.3565,22.83,3.4
2023-11-12T03:00:15.790Z,19.3318328857422,-155.320007324219,2.08999991416931,2.04999995
2023-11-12T02:58:32.475Z,51.8761,-177.9255,8.006,3.5
2023-11-12T02:45:41.390Z,19.292667388916,-155.384674072266,2.03999996185303,1.96000004
2023-11-12T02:39:11.026Z,-20.6016,-178.367,557.955,4.8
2023-11-12T02:38:52.620Z,38.8214989,-122.8123322,3.07,0.77
2023-11-12T02:34:11.540Z,51.8745,-177.931666666667,7.54,1.31
2023-11-12T02:31:38.896Z,57.9565,-154.3806,53.8,2.3
2023-11-12T02:30:41.940Z,32.8201667,-115.4718333,7.42,1.24
2023-11-12T02:06:14.797Z,-9.9023,123.6995,30.023,5.2
2023-11-12T01:55:05.810Z,19.367000579834,-155.29216003418,0.0399999991059303,1.76999998
2023-11-12T01:54:46.651Z,63.6844,-151.5525,46.5,1.7
2023-11-12T01:54:11.920Z,38.8311653,-122.8144989,1.66,1.09
2023-11-12T01:52:33.340Z,40.4799995,-124.940834,18.64,2.8
2023-11-12T01:52:16.290Z,38.8256683,-122.7979965,2.63,1.08
2023-11-12T01:42:37.470Z,38.829834,-122.8148346,1.79,1.05
2023-11-12T01:40:15.770Z,35.3663333,-118.7038333,5,0.86
2023-11-12T01:33:28.082Z,-24.1938,-66.925,197.302,4.4
2023-11-12T00:57:35.080Z,38.8288345,-122.8144989,1.94,1.43
2023-11-12T00:52:24.960Z,38.7723351,-122.7389984,0.6,1.05
2023-11-12T00:40:09.548Z,31.712,-104.298,4.2681,1.9
2023-11-12T00:40:05.440Z,29.8276,138.8956,418.473,4.3
2023-11-12T00:35:23.487Z,31.369,-103.739,0.0131,2.1
2023-11-12T00:35:11.020Z,38.821167,-122.8058319,2.87,0.29
2023-11-12T00:33:42.834Z,61.541,-149.8449,33.1,1.7
2023-11-12T00:31:32.480Z,38.8336678,-122.8174973,1.68,0.72
2023-11-12T00:27:27.670Z,33.268,-116.7881667,11.14,1.85
2023-11-12T00:21:22.650Z,63.3507,-149.6896,77.2,1.7
2023-11-12T00:19:58.240Z,38.8230019,-122.7998352,2.59,1.3
2023-11-11T23:36:54.060Z,38.8055,-122.8184967,2.84,1.07
2023-11-11T23:35:31.300Z,38.8361664,-122.8036652,1.52,0.76
2023-11-11T23:15:21.868Z,-21.9815,-68.7755,119.96,4.7
2023-11-11T23:09:48.410Z,38.8311653,-122.8151703,2.69,0.76
2023-11-11T23:06:06.920Z,38.8168335,-122.821167,2.6,0.81
2023-11-11T23:00:36.320Z,38.0003319,-118.7753296,6.17,2.12
2023-11-11T22:57:12.470Z,19.3118324279785,-155.314163208008,-0.370000004768372,1.74000001
2023-11-11T22:54:41.260Z,35.7111667,-117.5705,2.6,0.84
2023-11-11T22:51:49.140Z,38.8398323,-122.80867,3.56,0.7
2023-11-11T22:39:18.513Z,36.6546,-116.269,5.5,0.3
2023-11-11T22:36:51.370Z,37.5196667,-118.9695,11.74,1.35
2023-11-11T22:34:27.381Z,35.10551834,-95.55151367,0.4986977577,2.4
2023-11-11T22:23:42.325Z,61.53,-150.4428,36.4,2.4
2023-11-11T22:07:27.873Z,51.3726,-178.9005,15.752,2.7
2023-11-11T22:07:03.930Z,34.0443333,-117.5041667,7.49,0.94
2023-11-11T21:34:33.870Z,38.8334999,-122.8081665,2.28,1.3
2023-11-11T21:07:15.457Z,15.8528,-89.1596,10,4.3
2023-11-11T21:00:10.060Z,35.6565,-117.4671667,9.4,1.12
2023-11-11T20:16:50.440Z,37.308,55.1895,10,4.1
2023-11-11T20:07:27.446Z,-10.1084,123.6542,17.764,4.6
2023-11-11T19:57:53.630Z,33.2253333,-116.3981667,1.43,0.87
2023-11-11T19:55:29.033Z,62.8518,-151.1113,102.1,1.8
2023-11-11T19:51:33.756Z,31.658,-104.37,4.5171,1.6
2023-11-11T19:51:33.290Z,38.8294983,-122.814003,2.07,1.46
2023-11-11T19:50:47.180Z,38.8306656,-122.8154984,1.9,0.69
2023-11-11T19:48:40.150Z,35.8706667,-117.666,8.9,0.68
2023-11-11T19:24:49.560Z,38.7721672,-122.7393341,-0.89,0.79
2023-11-11T19:19:13.760Z,38.8325005,-122.8153305,1.89,1.01
2023-11-11T19:08:16.520Z,-7.3354,129.9584,39.51,4.6
2023-11-11T18:56:18.940Z,52.0211666666667,178.372666666667,7.32,2.19
2023-11-11T18:54:26.930Z,38.8030014,-122.807663,1.66,1.04
2023-11-11T18:48:18.805Z,59.6415,-151.6801,45.5,2.1
2023-11-11T18:39:36.830Z,19.2636661529541,-155.408004760742,29.5400009155273,1.94000006
2023-11-11T18:37:51.249Z,38.1221,-118.1728,4.7,1.2
2023-11-11T18:36:35.310Z,61.1266,-148.2593,3.5,1.6
2023-11-11T18:23:25.200Z,34.0096667,-117.2228333,14.57,1.03
2023-11-11T18:21:10.690Z,58.2448333333333,-155.066666666667,5.6,0.39
2023-11-11T18:18:19.680Z,38.845665,-122.8146667,1.2,0.21
2023-11-11T17:48:43.420Z,38.8310013,-122.8166656,2.53,1.13
2023-11-11T17:48:23.070Z,33.4763333,-116.4516667,8.63,1.54
2023-11-11T17:47:18.730Z,33.4746667,-116.4476667,9.11,1.24
2023-11-11T17:22:13.224Z,31.608,-103.993,4.513,1.7
2023-11-11T17:16:04.800Z,31.639,-104.013,5.8876,1.8
2023-11-11T17:04:18.180Z,40.3720016,-124.5569992,20.04,2
2023-11-11T16:59:09.460Z,33.7631667,-116.9336667,13.97,0.91
2023-11-11T16:58:38.520Z,36.5358315,-121.1526642,2.58,1.35
2023-11-11T16:54:33.400Z,38.8358345,-122.8118362,1.84,0.78
2023-11-11T16:51:58.070Z,54.6436,-159.6487,32.03,4.5
2023-11-11T16:51:21.130Z,33.5048333,-116.505,10.01,0.46
2023-11-11T16:43:29.240Z,38.8320007,-122.8176651,1.71,0.71
2023-11-11T16:43:13.780Z,38.7840004,-122.7431641,0.44,1.3
2023-11-11T16:36:56.620Z,35.7126667,-117.5665,2.14,0.49
2023-11-11T16:24:06.750Z,33.4858333,-116.7575,6.48,0.55
2023-11-11T16:21:51.700Z,19.3958339691162,-155.271667480469,0.379999995231628,2.55
2023-11-11T16:18:44.299Z,31.648,-104.004,4.6047,1.5
2023-11-11T16:17:31.991Z,31.643,-104.011,4.4094,2.1
2023-11-11T16:16:56.302Z,31.646,-104.051,7.0966,1.7
2023-11-11T16:12:43.680Z,38.828167,-122.8198318,0.38,1.1
2023-11-11T16:12:38.900Z,38.8284988,-122.819664,1.63,1.46
2023-11-11T16:11:22.739Z,31.566,-103.999,4.931,1.8
2023-11-11T16:00:47.608Z,31.652,-104.008,3.0656,1.6
2023-11-11T15:59:47.481Z,31.658,-104.01,5.9478,1.7
2023-11-11T15:58:10.794Z,63.5611,-147.7119,0,1.8
2023-11-11T15:49:35.730Z,33.8671667,-116.5146667,9.37,0.61
2023-11-11T15:49:16.050Z,58.1745,-155.343833333333,1.5,0.63
2023-11-11T15:46:19.380Z,52.1188333333333,-176.2195,1.58,1.03
2023-11-11T15:43:05.103Z,31.633,-103.985,5.2939,2
2023-11-11T15:39:51.235Z,31.635,-103.986,4.5639,1.5
2023-11-11T15:23:53.510Z,64.7728,-148.0735,1.3,1.2
2023-11-11T15:05:47.180Z,38.8284988,-122.8193359,1.69,0.79
2023-11-11T14:52:49.600Z,38.8326683,-122.8044968,2.17,1.09
2023-11-11T14:43:57.438Z,63.0751,-148.8725,8.4,2
2023-11-11T14:36:45.810Z,32.8951667,-115.8565,2.31,0.95
2023-11-11T14:35:53.660Z,33.7641667,-116.9335,13.34,0.55
2023-11-11T14:25:55.310Z,35.4823333,-117.3331667,7.85,1.04
